timestamp,open,high,low,close,volume
2024-02-16,51879.18,52573.17,51568.63,52124.88,6734.62368
2024-02-17,52124.89,52164.99,50619.01,51648.85,4539.76772
2024-02-18,51648.86,52394.39,51163.14,52136.91,4447.49145
2024-02-19,52142.59,52489.29,51680.01,51773.13,5624.2957
2024-02-20,51775.52,53025.47,50760.64,52259.19,7532.16471
2024-02-21,52259.19,52366.58,50613.41,51848.1,6752.02961
2024-02-22,51848.1,52082.89,50944.37,51292.01,6087.95523
2024-02-23,51294.52,51544.31,50532.73,50751.12,4270.26222
2024-02-24,50751.12,51740.07,50582.53,51568.74,2594.8075
2024-02-25,51568.74,51970.21,51282.19,51732.01,3170.09594
2024-02-26,51732.0,54914.62,50903.96,54476.91,4984.75668
2024-02-27,54478.4,57592.81,54449.74,57037.15,6972.73001
2024-02-28,57037.16,64079.99,56691.87,62433.45,8604.25203
2024-02-29,62433.45,63665.99,60361.84,61134.23,9102.54468
2024-03-01,61137.27,63123.63,60766.49,62386.36,6805.04792
2024-03-02,62386.37,62443.69,61562.31,61991.99,4200.76091
2024-03-03,61991.99,63241.19,61319.08,63114.27,4151.58775
2024-03-04,63114.25,68506.85,62301.97,68246.64,6832.6788
2024-03-05,68246.63,69184.99,59045.98,63709.1,12501.33912
2024-03-06,63714.66,67643.99,62782.49,66080.33,10963.42211
2024-03-07,66076.14,67999.99,65550.86,66824.94,6549.11844
2024-03-08,66824.94,70042.32,66084.73,68126.46,5846.66298
2024-03-09,68126.48,68554.42,67868.27,68312.99,2148.25278
2024-03-10,68312.99,69885.01,68104.67,68954.38,4411.16045
2024-03-11,68954.36,72799.99,67011.0,72079.59,6917.61232
2024-03-12,72079.59,73143.31,68600.0,71447.71,7658.96119
2024-03-13,71445.32,73632.6,71326.31,73058.76,5071.33127
2024-03-14,73077.79,73780.93,68557.53,71396.13,6789.90727
2024-03-15,71396.13,72424.83,65593.72,69493.13,9239.10392
2024-03-16,69502.89,70049.98,64754.78,65300.91,8148.26928
2024-03-17,65292.68,68909.92,64548.57,68395.56,8679.65984
2024-03-18,68397.65,68950.1,66566.69,67615.86,8622.81174
2024-03-19,67615.86,68125.58,61550.01,61931.18,11578.4857
2024-03-20,61936.91,68113.7,60756.53,67842.89,9957.52986
2024-03-21,67843.11,68227.26,64537.95,65494.02,6478.92839
2024-03-22,65501.37,66640.45,62296.88,63802.77,6805.8974
2024-03-23,63809.85,66000.0,62995.3,63992.4,4499.89498
2024-03-24,63990.68,67631.71,63772.17,67196.5,5065.87382
2024-03-25,67220.62,71166.84,66387.27,69883.34,6199.31593
2024-03-26,69874.0,71566.36,69288.28,69990.41,5515.91608
2024-03-27,69996.02,71785.86,68400.0,69459.97,5891.99794
2024-03-28,69479.94,71561.72,68903.23,70783.13,4688.80126
2024-03-29,70783.13,70919.26,69009.63,69855.77,3524.21551
2024-03-30,69855.76,70330.49,69540.79,69593.32,1757.55898
2024-03-31,69595.62,71238.34,69561.57,70965.65,1689.31516
2024-04-01,71103.92,71359.75,62560.54,69651.99,3152.72557
2024-04-02,69650.05,69681.76,64583.78,65461.67,5876.91339
2024-04-03,65461.69,66904.94,64482.11,65963.32,3897.77115
2024-04-04,65965.65,69316.06,65070.03,68490.42,3705.92185
2024-04-05,68497.03,68751.34,65956.23,67828.95,4443.79605
2024-04-06,67828.95,69681.17,67449.92,68905.08,2803.13037
2024-04-07,68905.08,70324.33,68818.93,69355.09,3236.88395
2024-04-08,69355.1,72801.62,69046.28,71624.83,4209.69054
2024-04-09,71628.94,71758.57,68003.07,69142.09,4562.2829
2024-04-10,69142.08,71183.98,67510.92,70630.18,4891.87753
2024-04-11,70630.18,71319.5,69563.54,70014.15,4219.09915
2024-04-12,70012.16,71233.3,65000.0,67118.54,4827.75254
2024-04-13,67118.02,67936.53,60170.01,63916.36,5258.53906
2024-04-14,63926.45,65849.99,62134.31,65658.37,5636.62985
2024-04-15,65658.38,66839.22,62290.79,63429.97,4653.90875
2024-04-16,63429.98,64363.67,61583.43,63800.65,5216.83377
2024-04-17,63800.01,64501.46,59661.03,61280.01,4865.99724
2024-04-18,61280.01,64120.0,60800.01,63473.2,4878.96912
2024-04-19,63476.11,65441.46,59600.0,63821.7,5407.43829
2024-04-20,63815.64,65430.04,63090.64,64940.01,2849.75809
2024-04-21,64940.01,65694.25,64233.7,64939.99,2487.48172
2024-04-22,64940.0,67238.84,64507.77,66823.7,3182.52207
2024-04-23,66820.01,67179.99,65803.68,66417.4,2691.48229
2024-04-24,66416.26,67070.75,63603.16,64283.17,3741.80543
2024-04-25,64283.18,65285.79,62787.01,64500.0,3576.60541
2024-04-26,64500.01,64808.04,63320.29,63767.56,3087.80823
2024-04-27,63767.57,63922.72,62402.43,63460.0,2472.59007
2024-04-28,63460.01,64375.1,62759.86,63116.19,2411.36528
2024-04-29,63122.53,64223.01,61778.85,63871.47,3679.12893
2024-04-30,63872.32,64728.93,59183.97,60671.54,5458.86909
2024-05-01,60674.74,60843.25,56553.16,58350.0,6744.23578
2024-05-02,58342.41,59628.29,56960.99,59070.0,6003.79942
2024-05-03,59070.01,63346.8,58820.04,62880.39,6024.66578
2024-05-04,62881.85,64534.63,62553.46,63890.01,3832.19812
2024-05-05,63890.01,64634.97,62891.92,64018.65,3678.14714
2024-05-06,64014.98,65515.0,62702.33,63168.63,4860.68404
2024-05-07,63168.19,64412.91,62251.03,62320.3,4961.22589
2024-05-08,62320.01,63024.19,60890.01,61194.63,5391.70855
2024-05-09,61194.63,63440.12,60630.37,63075.13,4524.84072
2024-05-10,63075.13,63464.98,60172.55,60795.0,5110.78525
2024-05-11,60795.0,61513.77,60477.12,60828.84,2608.13363
2024-05-12,60828.85,61864.77,60604.25,61470.08,2645.27709
2024-05-13,61473.49,63461.84,60760.93,62938.49,5022.68905
2024-05-14,62937.15,63114.98,61135.25,61573.47,4605.76963
2024-05-15,61573.48,66443.45,61347.19,66215.54,5083.65845
2024-05-16,66215.54,66758.85,64592.59,65240.54,4603.35445
2024-05-17,65240.55,67449.99,65110.02,67020.0,4258.33864
2024-05-18,67020.01,67371.41,66592.95,66915.48,2612.0465
2024-05-19,66915.48,67727.52,65878.66,66272.46,3319.89799
2024-05-20,66272.47,71568.71,66065.54,71429.85,6066.41718
2024-05-21,71429.85,71981.38,69163.13,70147.6,5581.92508
2024-05-22,70147.6,70666.65,68882.83,69154.31,4373.91302
2024-05-23,69154.31,70092.0,66293.36,67971.89,4169.62256
2024-05-24,67971.1,69254.99,66616.34,68563.82,2279.98961
2024-05-25,68558.21,69615.0,68506.38,69285.83,1066.43143
2024-05-26,69295.0,69566.77,68180.19,68511.83,1234.5903
2024-05-27,68510.01,70679.9,68259.27,69420.01,2200.53256
2024-05-28,69423.11,69594.99,67270.01,68392.42,2774.42216
2024-05-29,68395.0,68930.4,67130.87,67650.63,2276.17851
2024-05-30,67650.01,69529.21,67136.6,68358.55,2575.80159
2024-05-31,68357.32,69062.73,66641.11,67540.37,2993.28798
2024-06-01,67540.37,67884.99,67450.01,67768.3,1002.27108
2024-06-02,67768.31,68478.71,67300.0,67767.36,1607.5313
2024-06-03,67767.37,70315.53,67610.01,68809.01,2797.09063
2024-06-04,68808.03,71080.15,68570.01,70542.11,3106.6286
2024-06-05,70540.01,71767.21,70372.16,71108.61,3512.44248
2024-06-06,71109.4,71666.08,70120.01,70799.88,2948.67102
2024-06-07,70800.02,72000.0,68411.19,69346.95,4058.19383
2024-06-08,69346.95,69575.0,69170.01,69306.79,1437.35255
2024-06-09,69306.8,69860.79,69140.01,69641.6,1312.69898
2024-06-10,69641.6,70193.64,69180.0,69524.94,2427.64828
2024-06-11,69528.53,69581.58,66020.62,67315.89,5351.48653
2024-06-12,67315.89,70013.17,66895.33,68265.7,4004.79084
2024-06-13,68265.7,68425.0,66231.71,66789.03,3612.00669
2024-06-14,66778.34,67365.0,65060.0,66043.88,4147.57875
2024-06-15,66042.21,66471.69,65862.14,66229.18,1612.26636
2024-06-16,66228.4,67000.4,66033.28,66677.89,1617.05674
2024-06-17,66676.27,67306.49,65116.0,66498.89,5465.84678
2024-06-18,66498.28,66594.99,64049.42,65176.31,6623.05599
2024-06-19,65176.54,65726.99,64664.49,64972.93,3413.5794
2024-06-20,64972.93,66483.41,64545.86,64882.73,4430.97963
2024-06-21,64880.01,65064.99,63380.01,64150.6,5048.4415
2024-06-22,64150.6,64544.34,63944.39,64270.0,1350.54099
2024-06-23,64270.01,64528.09,63173.17,63223.55,1500.82528
2024-06-24,63219.43,63379.72,58419.38,60300.01,8469.24851
2024-06-25,60300.01,62421.64,60259.68,61804.52,5592.09887
2024-06-26,61803.1,62492.78,60705.49,60856.91,4915.6247
2024-06-27,60861.76,62408.81,60604.22,61696.62,4516.32637
2024-06-28,61696.62,62233.52,60012.2,60427.99,5167.12058
2024-06-29,60428.0,61222.48,60400.01,60979.07,2514.67544
2024-06-30,60983.18,63051.11,60713.99,62776.38,3827.79418
2024-07-01,62776.39,63872.34,62522.84,62895.6,5169.41847
2024-07-02,62895.6,63298.17,61804.19,62133.38,3881.10544
2024-07-03,62133.38,62286.24,59400.0,60208.57,5552.88389
2024-07-04,60206.9,60494.99,56753.63,57061.84,7200.43861
2024-07-05,57058.59,57545.49,53358.37,56637.07,8907.15701
2024-07-06,56633.55,58482.0,56012.98,58242.76,4437.4894
2024-07-07,58240.5,58439.9,55726.65,55875.02,5491.99691
2024-07-08,55865.11,58227.42,54278.02,56707.94,8009.54295
2024-07-09,56704.39,58301.6,56286.99,58039.66,6131.08278
2024-07-10,58044.99,59464.99,57154.86,57730.0,6382.82642
2024-07-11,57730.01,59518.31,57028.85,57338.17,7800.16635
2024-07-12,57340.97,58533.88,56538.11,57899.82,7056.68622
2024-07-13,57900.21,59860.93,57750.01,59211.98,3885.94516
2024-07-14,59210.01,61430.08,59200.0,60795.51,5654.03076
2024-07-15,60795.52,64911.66,60652.27,64725.28,9212.10357
2024-07-16,64725.28,65395.11,62386.02,65046.36,11834.08238
2024-07-17,65051.48,66114.75,63850.01,64088.59,9630.06757
2024-07-18,64088.6,65145.0,63230.61,63988.7,8435.10469
2024-07-19,63989.0,67402.01,63301.8,66663.55,9242.90217
2024-07-20,66663.56,67625.65,66220.47,67139.06,4583.51753
2024-07-21,67139.06,68371.56,65768.36,68168.25,6500.85471
2024-07-22,68168.25,68485.0,66570.0,67533.2,8115.63633
2024-07-23,67528.97,67754.99,65430.0,65927.57,10234.64392
2024-07-24,65927.57,67114.22,65090.6,65372.24,8694.61091
2024-07-25,65370.01,66184.19,63450.16,65801.88,11715.73415
2024-07-26,65801.88,68238.05,65723.88,67914.4,8617.32618
2024-07-27,67910.5,69416.72,66636.21,67903.02,9297.67626
2024-07-28,67904.41,68327.9,67057.45,68245.84,6398.74118
2024-07-29,68245.85,70073.63,66408.03,66779.1,12087.18204
2024-07-30,66786.6,67011.37,65298.49,66190.71,11010.00871
2024-07-31,66190.7,66851.9,64524.66,64633.27,10436.20404
2024-08-01,64633.27,65656.22,62285.04,65350.96,13152.56066
2024-08-02,65351.58,65608.89,61220.45,61492.99,14535.96757
2024-08-03,61494.22,62204.52,59843.49,60706.33,11801.59499
2024-08-04,60707.78,61121.86,57110.61,58162.08,10438.27284
2024-08-05,58163.27,58308.24,48981.16,54024.25,23578.94755
2024-08-06,54035.23,57057.83,53949.79,56020.17,17539.56232
2024-08-07,56019.03,57762.81,54552.25,55136.59,18199.53194
2024-08-08,55136.47,62746.98,54730.9,61683.35,17885.31358
2024-08-09,61683.07,61749.0,59527.45,60837.5,14428.13014
2024-08-10,60839.87,61474.37,60241.71,60924.22,6804.32984
2024-08-11,60924.21,61884.33,58286.04,58723.0,10579.92842
2024-08-12,58722.99,60704.14,57627.02,59348.22,19266.84004
2024-08-13,59348.23,61581.5,58397.71,60587.73,14101.116
2024-08-14,60586.78,61843.64,58428.02,58685.4,12501.5602
2024-08-15,58685.39,59860.26,56094.4,57533.06,14287.5181
2024-08-16,57533.06,59829.52,57090.6,58880.71,13936.33846
2024-08-17,58880.72,59715.22,58792.55,59494.41,5860.45432
2024-08-18,59494.41,60274.77,58409.2,58429.08,7645.58481
2024-08-19,58429.08,59624.89,57786.9,59430.89,14092.90365
2024-08-20,59436.54,61428.56,58549.19,59014.01,15280.69372
2024-08-21,59014.0,61832.46,58786.13,61156.29,15712.99218
2024-08-22,61156.29,61413.54,59714.19,60380.18,16327.65697
2024-08-23,60380.18,64970.13,60340.72,64028.78,15977.94066
2024-08-24,64038.51,64518.28,63544.67,64153.38,8495.55574
2024-08-25,64152.75,65083.78,63771.79,64242.44,7394.92453
2024-08-26,64227.71,64487.84,62787.75,62836.84,15096.85647
2024-08-27,62831.6,63219.23,58000.0,59402.47,19913.91356
2024-08-28,59417.47,60233.33,57846.52,59031.85,25456.76353
2024-08-29,59039.58,61177.59,58713.29,59358.06,19982.01076
2024-08-30,59350.15,59936.34,57703.12,59140.0,21138.00255
2024-08-31,59139.99,59462.89,58735.28,58975.56,5203.81853
2024-09-01,58975.45,59083.01,57180.56,57296.49,15237.11492
2024-09-02,57296.5,59439.76,57128.89,59145.97,17222.83829
2024-09-03,59146.07,59826.92,57392.65,57486.4,15956.0844
2024-09-04,57479.88,58522.19,55585.25,57971.03,24633.71682
2024-09-05,57971.03,58338.08,55619.28,56182.7,21488.81461
2024-09-06,56182.7,57025.98,52544.73,53962.74,41383.51186
2024-09-07,53959.31,54852.1,53747.5,54165.2,10946.64013
2024-09-08,54165.2,55324.02,53623.2,54875.67,12755.84129
2024-09-09,54874.3,58131.24,54587.92,57038.74,29580.50547
2024-09-10,57038.75,58048.55,56383.01,57641.24,25930.19875
2024-09-11,57637.76,57762.0,56661.31,56995.53,5066.1803
